"image_1_text","image_2_text","database","image","number"
"a bedroom with a black item on a table","a table that only has a lamp on the table no other item","wolfe2","121_R_car","6"
"in a cafe there is a table with three chairs","in a cafe there is a table with two chairs","wolfe2","122_L_chair","1"
" a room with several dinnig table present","a room with several dinning table present","wolfe2","122_L_chair","2"
"a green cafe with 13 chairs at tables in it","a green cafe with 12 chairs at tables in it ","wolfe2","122_L_chair","3"
"a well-lit room with several empty chairs and tables, with one tablein the corner having two chairs ","a well-lit room with several empty chairs and tables, with one chair missing from a table in the corner","wolfe2","122_L_chair","4"
"a large waiting room with green carpet, green chairs, and large windows","a large waiting room with green carpet, green chairs, large windows, and brown cafeteria-type chairs","wolfe2","122_R_chair","1"
" a roomy and spacious room that encourages relaxtion.  appears to have small chairs for visitors to relax in.","a roomy and spacious place that encourages people to think and act quietly while they relax.  they appear to be missing a chair in this view.","wolfe2","122_R_chair","2"
"a public dining area with multiple tables and chairs, with a chair sitting next to a table near the back window","a public dining area with multiple tables and chairs, with no chair sitting next to a table near the back window","wolfe2","122_R_chair","3"
"a wide open conference room with tan chairs at tables","a wide open conference room with green carpet ","wolfe2","122_R_chair","4"
"a room that looks like it may be in a library that has some tables and 12 empty chairs","a room that looks like it may be in a library that has some tables and 11 empty chairs","wolfe2","122_R_chair","5"
"theres a hot tub with a bowl to the left of it","theres a hot tub with nothing around it","wolfe2","123_L_pot","1"
"a bright sunroom with a scenic view that has 17 potted plants inside around the jacuzzi.","a bright sunroom with a scenic view that has 16 potted plants inside around the jacuzzi.","wolfe2","123_L_pot","2"
"an enclosed patio with a hottub that has potted plants at three corners of the tub.","an enclosed patio with a hottub that has potted plants at two corners of the tub.","wolfe2","123_L_pot","3"
"a sauna room with a plant in the left corner","a sauna room with no plant in the left corner","wolfe2","123_L_pot","4"
"a sun room with a hot tub and a potted plant on its far left corner","a sun room with a hot tub and no potted plant on its far left corner","wolfe2","123_L_pot","5"
"this would be a vacation home to stay and enjoy.  the pool is spacious and just enough shade that you don't burn.","there appears to be an empty space for a plant.  there are many plants that are  taking up residence here.","wolfe2","123_R_pot","1"
"an indoor hot tub surrounded by several potted plants.  there's a single plant on the right side of the tub","an indoor hot tub surrounded by several potted plants  ","wolfe2","123_R_pot","2"
"an indoor jacuzzi surrounded by plants and a pot to the right of it","an indoor jacuzzi surrounded by plants but only to the left of it","wolfe2","123_R_pot","3"
"a sun room with a jaccuzi and plants at 3 of its corners","a sun room with a jaccuzi and plants at 2 of its corners","wolfe2","123_R_pot","4"
"a  room with a hot tub that has a potted plant near the right side.","a room with a hot tube that has no potted plants on the right side of the room.","wolfe2","123_R_pot","5"
"it is a guest house there are chair and table present and natural scenary present there is an water can present inside the box","it is a guest house there are chair and table present and natural scenary present. there is no object present in the box","wolfe2","124_L_vase","1"
"a lounge area with lumbar supported chairs, a glass table, and miniature oval shaped lamp","a lounge area with lumbar supported chairs, a glass table, and clear overview of nature from outside","wolfe2","124_L_vase","2"
"meeting room with window wall and white chairs and white vase on floor","meeting room with window wall, white furtniture, and blue rug","wolfe2","124_L_vase","3"
"an office room with wide opening of window faces natural and one lamp sit on the ground","an office room with wide opening of window faces natural and no lamp sit on the ground","wolfe2","124_L_vase","4"
"room with a big open window and four chairs with a table and a vase","room with a big open window and four chars with a table","wolfe2","124_L_vase","5"
"a modern room with glass windows and vases on the floor","a modern room with glass windows and no decorations on the floor","wolfe2","124_L_vase","6"
"a sunroom with large windows, white chairs, a blue and white rug, and a white table","a sunroom with large windows, white table and chairs, a blue and white rug, and ","wolfe2","124_R_vase","1"
"a lovely room with an enticing view of nature.  a small piece of art is sitting on the floor.","the view is not distracted by anything.  there is a small corner of the carpet but otherwise, the view is very appealing.","wolfe2","124_R_vase","2"
"an office space in a home with a vase on the floor","an office space in a home ","wolfe2","124_R_vase","3"
"a spacious conversation room with large windows and a white vase sitting on the floor","a spacious conversation room with large windows and no vase sitting on the floor","wolfe2","124_R_vase","4"
"a black and white modern living room with a brown basket on the ground","a black and white modern living room with no baskets on the ground","wolfe2","125_L_sofa","1"
"stylized living room with water view with a basket by the window","modern-style living room","wolfe2","125_L_sofa","2"
"room with 11 windows, leather couches and an end table and piano","room with 11 windows, leather couches and piano","wolfe2","125_L_sofa","3"
"a living room with a small coffee table next to the couch","a living room without a small coffee table next to the couch","wolfe2","125_L_sofa","4"
"a large black and white living room with a small stool next to the windows","a large black and white living room without a small stool next to the windows","wolfe2","125_L_sofa","5"
"a large open living room with lots of seating and a small end table by a couch","a large open living room with lots of seating","wolfe2","125_L_sofa","6"
"a little stool appears in the right corner","no one has appear in the right corner yellow space","wolfe2","125_R_sofa","1"
"a living room with an unknown item on the floor near the window.","a living room with nothing on the floor or near the windows.","wolfe2","125_R_sofa","2"
"there is a box on the right side of the large living room","there is nothing on the right side of the large living room","wolfe2","125_R_sofa","3"
